CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U93090HP2018PTC007203,VISITASIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-10-18,Himachal Pradesh,1000000,500000,93090,"Other community, social and personal service activities","Shop No. 9, Aukland Shopping Complex, Lakkar Bazar, SHIMLA , Shimla Unclassified HP 171001",RoC-Himachal Pradesh,visitasia2018@gmail.com,31-03-20,31-03-20
U93090HP2018PTC007205,PRIYAHIT RECRUITER'S PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-10-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/o Chet Ram Sharma Bhagwati Nagar, Khalini SHIMLA , Shimla Unclassified HP 171002",RoC-Himachal Pradesh,hitesh01sharma@gmail.com,31-03-20,31-03-20
U93090HP2018PTC007206,NAHAR PACKERS AND MOVERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-10-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","15C, VILLAGE MASHOBRA NEAR GOVT SENIOR SECONDARY SCHOOL KASAULI , Solan Unclassified HP 173204",RoC-Himachal Pradesh,KKNHR0@GMAIL.COM,31-03-19,31-03-19
U93090HP2018PTC007223,ILLUMINATE MANAGEMENT AND GLOBALSERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-11-18,Himachal Pradesh,1000000,1000000,93090,"Other community, social and personal service activities","FIRST FLOOR, AMRIT EDUCATION GOVT. COLLEGE ROAD, DHALIARA DEHRA , Kangra Unclassified HP 177103",RoC-Himachal Pradesh,slashtaxindia@gmail.com,NA,NA
U93090HP2019NPL007339,HIMALAYAN FRONTIERS ENVIRONMENT ANDTOURISM DEVELOPMENT FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,13-02-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VPO OLD MANALI, TEHSIL MANALI MANALI , Kulu Unclassified HP 175131",RoC-Himachal Pradesh,gopi@himalayanfrontiers.com,31-03-20,31-03-20
U93090HP2019OPC007343,FRUICOLIC (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,14-02-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","HOUSE -NO-80/1, VILLAGE-RUSHKALANG P.O- GAIBUNG,TEHSIL-POOH, DISTT- KINNAUR GAIBUNG , Kinnaur Unclassified HP 172110",RoC-Himachal Pradesh,tenpa9gi@gmail.com,NA,NA
U93090HP2019OPC007404,VSV WINS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,29-03-19,Himachal Pradesh,100000,10000,93090,"Other community, social and personal service activities","1, Baijnath Road PALAMPUR PALAMPUR , Kangra Unclassified HP 176061",RoC-Himachal Pradesh,vsvwins@gmail.com,31-03-20,31-03-20
U93090HP2019OPC007614,MEABAA CONSULTANTS & ENGINEERS (OPC)PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,10-09-19,Himachal Pradesh,500000,100000,93090,"Other community, social and personal service activities","NEAR RAMNEK HOTEL,BEHIND BOY SCHOOL DHALPUR KULLU , Kulu Unclassified HP 175101",RoC-Himachal Pradesh,meabaakullu@gmail.com,31-03-20,31-03-20
U93090HP2019PTC007392,PLUS ELEVATORS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-03-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/o Pawana Choudhary, G.F. Vill Birta, P.O. Ghurkari, Tehsil Kangra KANGRA , Kangra Unclassified HP 176001",RoC-Himachal Pradesh,nitin.chaudhary2411@gmail.com,NA,NA
U93090HP2019PTC007447,CRAC PRODUCTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-05-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","H.No. 55 Block No. - 3 Old Power House Road SOLAN , Solan Unclassified HP 173212",RoC-Himachal Pradesh,rahulca21@gmail.com,31-03-20,31-03-20
U93090HP2019PTC007455,EVERWARDS HUMAN RESOURCES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,14-05-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/O SOHAN S/O SH. GOPAL DASS VILLAGE LOWER SAKOH, PO SAKOH DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,MOHITOFFICE1@GMAIL.COM,31-03-20,31-03-20
U93090HP2019PTC007467,ARPS CONSULTANCY & PROJECTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VILL PARGA 3313 BHUNTER VILL PARGANOO PO BHUNTER BHUNTER , Kulu Unclassified HP 175125",RoC-Himachal Pradesh,OFFICIALAJAYTHAKUR75@gmail.com,NA,NA
U93090HP2019PTC007514,AZUREIT CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-06-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","HOUSE NUMBER 2126 BIJHARI, 999999 HAMIRPUR , Hamirpur Unclassified HP 174309",RoC-Himachal Pradesh,ashwani@azureit.in,31-03-20,31-03-20
U93090HP2019PTC007648,SUFIOR TECHNOLOGIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-10-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VPO WARD NO.1 KAISTWARI ROAD NAGROTA BHAWAN KANGRA , Kangra Unclassified HP 176047",RoC-Himachal Pradesh,AYUSHKAISTHA@GMAIL.COM,31-03-20,31-03-20
U93090HP2019PTC007649,DYNAMIC WORKFORCE SOLUTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,11-10-19,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/O MEERA SHARMA ,RAM NIWAS, VILLAGE SHANAN P.O A.G SHIMLA-3 SHIMLA , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,dynamicworkforce79@gmail.com,NA,NA
U93090HP2019PTC007677,SOS MRI CENTER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-11-19,Himachal Pradesh,1000000,1000000,93090,"Other community, social and personal service activities","SOS MRI CENTER PRIVATE LIMITED G.F., OPP REGIONAL HOSPITAL, UNA , Una Unclassified HP 174303",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,NA,NA
U93090HP2019PTC007750,DREAMLAND EVENTS & BEYOND PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,23-12-19,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","C/O HOTEL SNOW PARK, 102, ALEO, MANALI MANALI KULLU , Kulu Unclassified HP 175103",RoC-Himachal Pradesh,dreamlandsevents@gmail.com,NA,NA
U93090HP2020OPC007794,GYBMAS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,28-01-20,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","House no.1, Ward No. 3, Lohna, Palampur KANGRA , Kangra Unclassified HP 176061",RoC-Himachal Pradesh,Anurag.24@live.com,31-03-20,31-03-20
U93090HP2020PTC007801,SHIMLA CLEANWAYS HR PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-01-20,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","Shop No. 4, Housing Board Colony, Sanjauli , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,scleanways@yahoo.com,NA,NA
U93090HP2020PTC007888,ENG-WING EDUCATIONAL AND VISACONSULTANCY SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-05-20,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","KULARA TEHSIL INDORA INDORA , Kangra Unclassified HP 176402",RoC-Himachal Pradesh,shivangi.296@gmail.com,NA,NA
U93090HP2020PTC007904,PMS SECURITY SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-06-20,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/o Rajinder Kumar, VPO Kaithlighat, Tehsil Kandaghat Solan , Solan Unclassified HP 173234",RoC-Himachal Pradesh,pankaj2560@gmail.com,NA,NA
U93090HP2020PTC007984,TRESDO BEAUTY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-07-20,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/O DILE RAM VPO BHARN TEHSIL AND DISTT HAMIRPUR HAMIRPUR , Hamirpur Unclassified HP 176061",RoC-Himachal Pradesh,SAURABHTHAKUR345@GMAIL.COM,NA,NA
U93090HP2020PTC008059,NATURE HUMAN CARE SECURITY CONSULTANCYPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-08-20,Himachal Pradesh,20000,10000,93090,"Other community, social and personal service activities","C/O JAWAHAR BHAWAN MAJYAT, TOTU SHIMLA , Shimla Unclassified HP 171011",RoC-Himachal Pradesh,SUKHDEV052@GMAIL.COM,NA,NA
U93090HP2020PTC008079,DR. A.S. THAKUR MEMORIAL MULTISPECIALITYHOSPITAL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-09-20,Himachal Pradesh,1500000,600000,93090,"Other community, social and personal service activities","C/o Mr. Prem Pal Singh Thakur Thakur Surgical & Maternity Nursing Home Hamirpur , Hamirpur Unclassified HP 177001",RoC-Himachal Pradesh,drasthakurmemorial@gmail.com,NA,NA
U93090HP2021PTC008313,BALANCE CONSULTANCY SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,18-01-21,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","HOUSE NO 3 WARD NO 3 PRATAP NAGAR HAMIRPUR , Hamirpur Unclassified HP 177001",RoC-Himachal Pradesh,ima199431@yahoo.com,NA,NA
U93090HP2021PTC008322,G GHARAT INTERNET COMMUNICATION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,23-01-21,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VILLAGE GHARAT PO BONDA TEHSIL RAMPUR BUSHAR RAMPUR , Shimla Unclassified HP 172034",RoC-Himachal Pradesh,badrilal1962@gmail.com,NA,NA
U93091HP2020OPC007863,WCADO INDIA (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,10-04-20,Himachal Pradesh,100000,100000,93091,"Other community, social and personal service activities","WCADO INDIA (OPC) PRIVATE LIMITED SHOP NO 01 AKHARA BAZAR POST OFFICE AKHARA BAZAR KULLU , Kulu Unclassified HP 175101",RoC-Himachal Pradesh,wcadoindiaopc@gmail.com,NA,NA
U93096HP2017PTC006801,DREAMNITE CAREER CONSULTANCY SERVICESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-12-17,Himachal Pradesh,1000000,100000,93096,"Other community, social and personal service activities","C/O BAZIRU RAM VPO BANIKHET,NEAR BUS STAND DALHOUSIE , Chamba Unclassified HP 176303",RoC-Himachal Pradesh,dreamnite2017@gmail.com,31-03-19,31-03-19
U99999HP1927PTC000833,DAVICO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,15-02-27,Himachal Pradesh,200000,75000,99999,Extraterritorial organizations and bodies,"3, NORTH BLOCK TERRAACE, THEMALL, SIMLA. , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1946PLC001203,SIMLA ZAMINDAR LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,01-01-46,Himachal Pradesh,200000,17550,99999,Extraterritorial organizations and bodies,", Unclassified HP",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1946PTC001044,UTILITY METAL AND GENERAL INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,10-05-46,Himachal Pradesh,500000,8500,99999,Extraterritorial organizations and bodies,"kotwali bazar dharamshala(H.P) , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1947PTC002013,SOLAN FOOD PRODUCTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,30-10-47,Himachal Pradesh,1300000,1003000,99999,Extraterritorial organizations and bodies,"RAJGARH ROAD DISTT SOLAN HIMACHAL PRADESH , Unclassified HP 173212",RoC-Himachal Pradesh,1947sfp@gmail.com,31-03-20,31-03-20
U99999HP1948PTC001437,NEW VALLEY VIEW TRANSPORT PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,16-12-48,Himachal Pradesh,200000,85500,99999,Extraterritorial organizations and bodies,"KOTWALI BAZARDHARAMSALA. KANGRA H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1949PTC001460,JUBILEE HIGHWAYS TRANSPORT PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,22-02-49,Himachal Pradesh,191000,160000,99999,Extraterritorial organizations and bodies,"kotwali bazar Dharamshala dharamshala , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1949PTC001466,DHINGI LABORATORIES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-03-49,Himachal Pradesh,20000,2000,99999,Extraterritorial organizations and bodies,"kotwali bazar dharamshala HIMACHAL PARDESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1949PTC001515,NEW BIR TRANSPORT CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,02-06-49,Himachal Pradesh,200000,113000,99999,Extraterritorial organizations and bodies,"KANGRA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,dkpa1@rediffmail.com,31-03-09,31-03-09
U99999HP1950PTC001628,THAKUR HOTEL SIMLA CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,14-09-50,Himachal Pradesh,200000,50000,99999,Extraterritorial organizations and bodies,"BUS STANDCART ROAD SHIMLA HIMACHAL PRADESH , Unclassified HP 171001",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1950PTC001645,NEW CHINIOT TRANSPORT CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,18-12-50,Himachal Pradesh,100000,21570,99999,Extraterritorial organizations and bodies,"kotwali bazar dharamshala H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1952PTC001747,HOTZ INDUSTRIES PVT. LTD.,Strike Off,Private,Company limited by Shares,Non-govt company,31-07-52,Himachal Pradesh,2500000,350000,99999,Extraterritorial organizations and bodies,"kasauli shimla , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1956PTC001907,BAIJNATH TEA ESTATE CO PVT LTD,Active,Private,Company limited by Shares,Non-govt company,16-05-56,Himachal Pradesh,1500000,540000,99999,Extraterritorial organizations and bodies,"BAIJNATHKANGRA VALLY DISTT KANGRA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,info@indiapartner.com,31-03-20,31-03-20
U99999HP1956PTC001915,SAHIB SINGH TRADERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,06-08-56,Himachal Pradesh,500000,10000,99999,Extraterritorial organizations and bodies,"HP SIMLA H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1961PTC002362,SURI INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,04-02-61,Himachal Pradesh,100000,67000,99999,Extraterritorial organizations and bodies,"KAKIRA BAZAR BAKLOHCANTT DISTT CHAMBA HIMACHAL PRADESH , Unclassified HP 176313",RoC-Himachal Pradesh,suri.madan@rediffmail.com,31-03-06,31-03-06
U99999HP1968PLC002922,HYPINE CARBONS LIMITED,Dissolved,Public,Company limited by Shares,Non-govt company,09-12-68,Himachal Pradesh,4000000,3000000,99999,Extraterritorial organizations and bodies,"SWARGHAT ROAD, NALAGARH,DISTT SOLAN,HP NALAGARH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1980SGC004263,HIMACHAL PRADESH STATE CIVIL SUPPLIESCCORPORATION LTD,Active,Public,Company limited by Shares,State Govt company,06-09-80,Himachal Pradesh,80000000,35150000,99999,Extraterritorial organizations and bodies,"Commercial Complex, Block H & 1-1, Kasumpti, Shimla-171009 Shimla , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,himapurtics@gmail.com,31-03-20,31-03-18
U99999HP1981PTC074775,SARVADAMAN INVESTMENT CO PVT LTD,Not Available for eFiling,Private,Company limited by Shares,Non-govt company,05-08-81,Himachal Pradesh,100000,0,99999,Extraterritorial organizations and bodies,"83, BAJAJ BHAWAN NARIMAN POINT, BOMBAY-10 , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1982PTC005122,HIMACHAL KHAND UDYOG PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-09-82,Himachal Pradesh,2500000,1105000,99999,Extraterritorial organizations and bodies,"Village and post office basal Distt. UNA HIMACHAL PRADESH , Una Unclassified HP 174303",RoC-Himachal Pradesh,anujoffice2000@yahoo.com,31-03-09,31-03-09
U99999HP1982PTC005163,MACHINE LINKERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-11-82,Himachal Pradesh,200000,3000,99999,Extraterritorial organizations and bodies,"64-MIG SECTOR I PARWANOO , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1984PTC005844,SOUNDIC (INDIA) PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,05-05-84,Himachal Pradesh,100000,200,99999,Extraterritorial organizations and bodies,"ASHIMA OFFICERS COLONY,RAJGARH ROAD, SOLAN , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1985PTC006284,HIMALAYAN ADVENTURES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,28-05-85,Himachal Pradesh,25000,2000,99999,Extraterritorial organizations and bodies,"may flower guest house manali MANALI , Unclassified HP 175131",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1986PLC007061,THAKAR INVESTMENTS LIMITED,Active,Public,Company limited by Shares,Non-govt company,13-10-86,Himachal Pradesh,20000000,20000000,99999,Extraterritorial organizations and bodies,"A-6, SECTOR- II, NEW SHIMLA , Unclassified HP 171009",RoC-Himachal Pradesh,haldhar_realty@yahoo.com,31-03-16,31-03-16
U99999HP1986PTC006699,LEO PHARMACEUTICALS (INDIA) PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,17-02-86,Himachal Pradesh,500000,200,99999,Extraterritorial organizations and bodies,"CANTT ROADPATWARKHANA DHARPMSALA HP , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1988PTC007970,KHANNA QUARTZ PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-02-88,Himachal Pradesh,20000000,7450000,99999,Extraterritorial organizations and bodies,"2 SECTOR 3INDUSTRIAL ESTATE PARWANOO SOLAN HIMACHAL PRADESH , Solan Unclassified HP 173220",RoC-Himachal Pradesh,anilsinghal702@gmail.com,31-03-20,31-03-20
U99999HP1988PTC008550,NATH COMPUTERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,13-07-88,Himachal Pradesh,1000000,200,99999,Extraterritorial organizations and bodies,"PLOT NO 79 BADDI DISTT SOLAN H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1988PTC008568,PARWATI FLOUR MILLS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,21-07-88,Himachal Pradesh,2000000,10000,99999,Extraterritorial organizations and bodies,"Near Perma Electric & Welding Works,Kala Amb, DISTT SIRMOUR H P , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1989PTC009980,NIRALA ELECTRONICS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-12-89,Himachal Pradesh,1000000,2000,99999,Extraterritorial organizations and bodies,"HP HAMIRPUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,NA,NA,NA
U99999HP1990PLC010650,IMPERIAL BREWERIES LTD,Active,Public,Company limited by Shares,Non-govt company,28-08-90,Himachal Pradesh,5000000,3885000,99999,Extraterritorial organizations and bodies,"V P O NEHRAN PUKHERDEHRA KANGRA HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,nripesh97@gmail.com,31-03-20,31-03-20
